AnimalID	GroupID	Location	TrappingPeriod	DateofCapture	CaptureStart	CaptureEnd	GroupSize	Sex	weight	Rainfall	firstcapturedate	censor	Time.days	Time.years	statecode	state	id	SessRef	SexRatiomf	ScaledWeight	Scale_sexratio	Rainfall.s
KR13M015	NA	KRR	NA	0016-09-20	2015-09-16	NA	NA	Male	NA	NA	2014-01-22	NA	602	1.648186174	Disappeared	2	7	NA	NA	NA	NA	NA
KR13M023	Kuruman 13	KRR	1	0027-01-20	2014-01-22	0028-01-20	26	Male	79	118.8639779	2014-01-22	NA	5	0.013689254	ingroupnonbreeder	1	8	139	0.5384615384615384	-0.1699724527943913	0.038461538461538436	0.9187554933468689
KR13M023	NA	KRR	NA	0027-07-20	2014-07-27	NA	NA	Male	NA	NA	2014-01-22	NA	186	0.509240246	Disappeared	2	8	NA	NA	NA	NA	NA
KR13M024	Kuruman 13	KRR	1	0027-01-20	2014-01-22	0028-01-20	26	Male	33	118.8639779	2014-01-22	NA	5	0.013689254	ingroupnonbreeder	1	9	139	0.5384615384615384	-1.3390709532646754	0.038461538461538436	0.9187554933468689
KR13M024	Kuruman 13	KRR	2	0006-08-20	2014-08-05	0008-08-20	21	Male	99	4.644637189	2014-01-22	NA	196	0.536618754	ingroupnonbreeder	1	9	140	0.5238095238095238	0.33833124306225393	0.023809523809523836	-0.982768309627499
KR13M024	Kuruman 13	KRR	3	0010-02-20	2015-02-10	0013-02-20	23	Male	128	60.89109671	2014-01-22	NA	384	1.051334702	ingroupnonbreeder	1	9	81	0.5652173913043478	1.0753716020543895	0.06521739130434778	-0.046377143766781787
KR13M024	NA	KRR	NA	0016-09-20	2015-09-16	NA	NA	Male	NA	NA	2014-01-22	NA	602	1.648186174	Disappeared	2	9	NA	NA	NA	NA	NA
KR13M026	Kuruman 13	KRR	1	0028-01-20	2014-01-22	0028-01-20	26	Male	35	118.8639779	2014-01-22	NA	6	0.016427105	ingroupnonbreeder	1	10	139	0.5384615384615384	-1.288240583679011	0.038461538461538436	0.9187554933468689
KR13M026	Kuruman 13	KRR	2	0007-08-20	2014-08-05	0008-08-20	21	Male	97	4.644637189	2014-01-22	NA	197	0.539356605	ingroupnonbreeder	1	10	140	0.5238095238095238	0.2875008734765894	0.023809523809523836	-0.982768309627499
KR13M026	Kuruman 13	KRR	3	0010-02-20	2015-02-10	0013-02-20	23	Male	123	60.89109671	2014-01-22	NA	384	1.051334702	ingroupnonbreeder	1	10	81	0.5652173913043478	0.9482956780902283	0.06521739130434778	-0.046377143766781787
KR13M026	NA	KRR	NA	0016-09-20	2015-09-16	NA	NA	Male	NA	NA	2014-01-22	NA	602	1.648186174	Disappeared	2	10	NA	NA	NA	NA	NA
KR13M029	Kuruman 13	KRR	2	0008-08-20	2014-08-05	0008-08-20	21	Male	28	4.644637189	2014-08-05	NA	0	0	ingroupnonbreeder	1	22	140	0.5238095238095238	-1.4661468772288366	0.023809523809523836	-0.982768309627499
KR13M029	Kuruman 13	KRR	4	0022-09-20	2015-09-20	0024-09-20	22	Male	147	8.396498455	2014-08-05	NA	413	1.130732375	ingroupnonbreeder	1	22	156	0.3636363636363637	1.5582601131182026	-0.1363636363636363	-0.9203073160834391
KR13M029	Kuruman 13	KRR	5	0012-04-20	2016-04-12	0016-04-20	24	Male	178	116.8075972	2014-08-05	NA	616	1.686516085	ingroupnonbreeder	1	22	216	0.5416666666666666	2.3461308416960027	0.04166666666666663	0.8845208635137228
KR13M029	Kuruman 27	KRR	6	0025-07-20	2016-07-25	0025-07-20	3	Male	NA	25.29445336	2014-08-05	NA	720	1.971252567	Disappeared	2	22	251	0.6666666666666666	NA	0.16666666666666663	-0.6389901304524552
KR13M030	Kuruman 13	KRR	2	0008-08-20	2014-08-05	0008-08-20	21	Male	39	4.644637189	2014-08-05	NA	0	0	ingroupnonbreeder	1	23	140	0.5238095238095238	-1.1865798445076818	0.023809523809523836	-0.982768309627499
KR13M030	Kuruman 13	KRR	3	0010-02-20	2015-02-10	0013-02-20	23	Male	86	60.89109671	2014-08-05	NA	189	0.517453799	ingroupnonbreeder	1	23	81	0.5652173913043478	0.007933840755434532	0.06521739130434778	-0.046377143766781787
KR13M030	Kuruman 13	KRR	4	0020-09-20	2015-09-20	0024-09-20	22	Male	137	8.396498455	2014-08-05	NA	411	1.125256674	ingroupnonbreeder	1	23	156	0.3636363636363637	1.3041082651898799	-0.1363636363636363	-0.9203073160834391
KR13M030	Kuruman 13	KRR	5	0012-04-20	2016-04-12	0016-04-20	24	Male	157	116.8075972	2014-08-05	NA	616	1.686516085	ingroupnonbreeder	1	23	216	0.5416666666666666	1.8124119610465252	0.04166666666666663	0.8845208635137228
KR13M030	NA	KRR	NA	0025-07-20	2016-07-25	NA	NA	Male	NA	NA	2014-08-05	NA	720	1.971252567	Disappeared	2	23	NA	NA	NA	NA	NA
KR13M031	Kuruman 13	KRR	2	0008-08-20	2014-08-05	0008-08-20	21	Male	35	4.644637189	2014-08-05	NA	0	0	ingroupnonbreeder	1	24	140	0.5238095238095238	-1.288240583679011	0.023809523809523836	-0.982768309627499
KR13M031	Kuruman 13	KRR	3	0011-02-20	2015-02-10	0013-02-20	23	Male	84	60.89109671	2014-08-05	NA	190	0.52019165	ingroupnonbreeder	1	24	81	0.5652173913043478	-0.04289652883022999	0.06521739130434778	-0.046377143766781787
KR13M031	Kuruman 13	KRR	4	0020-09-20	2015-09-20	0024-09-20	22	Male	140	8.396498455	2014-08-05	NA	411	1.125256674	ingroupnonbreeder	1	24	156	0.3636363636363637	1.3803538195683767	-0.1363636363636363	-0.9203073160834391
KR13M031	NA	KRR	NA	0004-02-20	2016-02-04	NA	NA	Male	NA	NA	2014-08-05	NA	548	1.500342231	Disappeared	2	24	NA	NA	NA	NA	NA
KR13M032	Kuruman 13	KRR	3	0012-02-20	2015-02-10	0013-02-20	23	Male	29	60.89109671	2015-02-10	NA	0	0	ingroupnonbreeder	1	29	81	0.5652173913043478	-1.4407316924360045	0.06521739130434778	-0.046377143766781787
KR13M032	Kuruman 13	KRR	4	0023-09-20	2015-09-20	0024-09-20	22	Male	96	8.396498455	2015-02-10	NA	225	0.616016427	ingroupnonbreeder	1	29	156	0.3636363636363637	0.26208568868375715	-0.1363636363636363	-0.9203073160834391
KR13M032	Kuruman 13	KRR	5	0012-04-20	2016-04-12	0016-04-20	24	Male	130	116.8075972	2015-02-10	NA	427	1.169062286	ingroupnonbreeder	1	29	216	0.5416666666666666	1.1262019716400542	0.04166666666666663	0.8845208635137228
KR13M032	NA	KRR	NA	0025-07-20	2016-07-25	NA	NA	Male	NA	NA	2015-02-10	NA	531	1.453798768	Disappeared	2	29	NA	NA	NA	NA	NA
KR13M033	Kuruman 13	KRR	3	0011-02-20	2015-02-10	0013-02-20	23	Male	23	60.89109671	2015-02-10	NA	0	0	ingroupnonbreeder	1	30	81	0.5652173913043478	-1.593222801192998	0.06521739130434778	-0.046377143766781787
KR13M033	Kuruman 13	KRR	4	0022-09-20	2015-09-20	0024-09-20	22	Male	81	8.396498455	2015-02-10	NA	224	0.613278576	ingroupnonbreeder	1	30	156	0.3636363636363637	-0.11914208320872678	-0.1363636363636363	-0.9203073160834391
KR13M033	Kuruman 13	KRR	5	0012-04-20	2016-04-12	0016-04-20	24	Male	122	116.8075972	2015-02-10	NA	427	1.169062286	ingroupnonbreeder	1	30	216	0.5416666666666666	0.922880493297396	0.04166666666666663	0.8845208635137228
KR13M033	Kuruman 8	KRR	7	0007-02-20	2017-02-06	0008-02-20	12	Male	163	209.6293089	2015-02-10	NA	728	1.993155373	Disappeared	2	30	271	0.5833333333333334	1.9649030698035188	0.08333333333333337	2.4298168977200922
KR13M036	Kuruman 13	KRR	3	0013-02-20	2015-02-10	0013-02-20	23	Male	22	60.89109671	2015-02-10	NA	0	0	ingroupnonbreeder	1	31	81	0.5652173913043478	-1.6186379859858302	0.06521739130434778	-0.046377143766781787
KR13M036	Kuruman 13	KRR	4	0023-09-20	2015-09-20	0024-09-20	22	Male	81	8.396498455	2015-02-10	NA	225	0.616016427	ingroupnonbreeder	1	31	156	0.3636363636363637	-0.11914208320872678	-0.1363636363636363	-0.9203073160834391
KR13M036	Kuruman 13	KRR	5	0013-04-20	2016-04-12	0016-04-20	24	Male	117	116.8075972	2015-02-10	NA	428	1.171800137	ingroupnonbreeder	1	31	216	0.5416666666666666	0.7958045693332346	0.04166666666666663	0.8845208635137228
KR13M036	NA	KRR	NA	0025-07-20	2016-07-25	NA	NA	Male	NA	NA	2015-02-10	NA	531	1.453798768	Disappeared	2	31	NA	NA	NA	NA	NA
KR13M045	Kuruman 13	KRR	5	0012-04-20	2016-04-12	0016-04-20	24	Male	65	116.8075972	2016-04-12	NA	0	0	ingroupnonbreeder	1	45	216	0.5416666666666666	-0.525785039894043	0.04166666666666663	0.8845208635137228
KR13M045	Kuruman 13	KRR	7	0023-01-20	2017-01-23	0026-01-20	13	Male	161	133.174221	2016-04-12	NA	286	0.783025325	ingroupnonbreeder	1	45	263	0.8461538461538461	1.9140727002178541	0.34615384615384615	1.1569924478907598
KR13M045	NA	KRR	NA	0031-07-20	2017-07-31	NA	NA	Male	NA	NA	2016-04-12	NA	475	1.300479124	Disappeared	2	45	NA	NA	NA	NA	NA
KR13M046	Kuruman 13	KRR	5	0013-04-20	2016-04-12	0016-04-20	24	Male	68	116.8075972	2016-04-12	NA	0	0	ingroupnonbreeder	1	46	216	0.5416666666666666	-0.4495394855155462	0.04166666666666663	0.8845208635137228
KR13M046	Kuruman 13	KRR	7	0026-01-20	2017-01-23	0026-01-20	13	Male	145	133.174221	2016-04-12	NA	289	0.791238877	ingroupnonbreeder	1	46	263	0.8461538461538461	1.5074297435325381	0.34615384615384615	1.1569924478907598
KR13M046	Kuruman 28	KRR	7	0023-05-20	2017-05-23	0023-05-20	3	Male	NA	75.0055436	2016-04-12	NA	406	1.11156742	Disappeared	2	46	289	0.6666666666666666	NA	0.16666666666666663	0.18860019509792925
KR13M048	Kuruman 13	KRR	5	0014-04-20	2016-04-12	0016-04-20	24	Male	61	116.8075972	2016-04-12	NA	0	0	ingroupnonbreeder	1	47	216	0.5416666666666666	-0.627445779065372	0.04166666666666663	0.8845208635137228
KR13M048	NA	KRR	NA	0025-07-20	2016-07-25	NA	NA	Male	NA	NA	2016-04-12	NA	104	0.284736482	Disappeared	2	47	NA	NA	NA	NA	NA
KR13M049	Kuruman 13	KRR	5	0014-04-20	2016-04-12	0016-04-20	24	Male	20	116.8075972	2016-04-12	NA	0	0	ingroupnonbreeder	1	48	216	0.5416666666666666	-1.6694683555714949	0.04166666666666663	0.8845208635137228
KR13M049	Kuruman 13	KRR	7	0025-01-20	2017-01-23	0026-01-20	13	Male	135	133.174221	2016-04-12	NA	288	0.788501027	ingroupnonbreeder	1	48	263	0.8461538461538461	1.2532778956042154	0.34615384615384615	1.1569924478907598
KR13M051	Kuruman 13	KRR	5	0016-04-20	2016-04-12	0016-04-20	24	Male	51	116.8075972	2016-04-12	NA	0	0	ingroupnonbreeder	1	49	216	0.5416666666666666	-0.8815976269936947	0.04166666666666663	0.8845208635137228
KR13M051	Kuruman 13	KRR	7	0024-01-20	2017-01-23	0026-01-20	13	Male	134	133.174221	2016-04-12	NA	287	0.785763176	ingroupnonbreeder	1	49	263	0.8461538461538461	1.227862710811383	0.34615384615384615	1.1569924478907598
KR13M051	NA	KRR	NA	0031-07-20	2017-07-31	NA	NA	Male	NA	NA	2016-04-12	NA	475	1.300479124	Disappeared	2	49	NA	NA	NA	NA	NA
KR13M052	Kuruman 13	KRR	7	0024-01-20	2017-01-23	0026-01-20	13	Male	76	133.174221	2017-01-23	NA	0	0	ingroupnonbreeder	1	81	263	0.8461538461538461	-0.24621800717288808	0.34615384615384615	1.1569924478907598
KR13M052	NA	KRR	NA	0031-07-20	2017-07-31	NA	NA	Male	NA	NA	2017-01-23	NA	189	0.517453799	Disappeared	2	81	NA	NA	NA	NA	NA
KR13M054	Kuruman 13	KRR	7	0024-01-20	2017-01-23	0026-01-20	13	Male	96	133.174221	2017-01-23	NA	0	0	ingroupnonbreeder	1	82	263	0.8461538461538461	0.26208568868375715	0.34615384615384615	1.1569924478907598
KR13M054	Kuruman 28	KRR	7	0023-05-20	2017-05-23	0023-05-20	3	Male	NA	75.0055436	2017-01-23	NA	120	0.328542094	Disappeared	2	82	289	0.6666666666666666	NA	0.16666666666666663	0.18860019509792925
KR13M057	Kuruman 13	KRR	7	0024-01-20	2017-01-23	0026-01-20	13	Male	77	133.174221	2017-01-23	NA	0	0	ingroupnonbreeder	1	83	263	0.8461538461538461	-0.22080282238005583	0.34615384615384615	1.1569924478907598
KR13M057	NA	KRR	NA	0031-07-20	2017-07-31	NA	NA	Male	NA	NA	2017-01-23	NA	189	0.517453799	Disappeared	2	83	NA	NA	NA	NA	NA
KR16M001	Kuruman 16	KRR	7	0031-01-20	2017-01-30	0001-02-20	4	Male	56	133.174221	2017-01-30	NA	0	0	ingroupnonbreeder	1	84	266	0.75	-0.7545217030295334	0.25	1.1569924478907598
KR16M001	NA	KRR	NA	0031-07-20	2017-07-31	NA	NA	Male	NA	NA	2017-01-30	NA	182	0.498288843	Disappeared	2	84	NA	NA	NA	NA	NA
KR16M002	Kuruman 16	KRR	7	0001-02-20	2017-01-30	0001-02-20	4	Male	50	133.174221	2017-01-30	NA	0	0	ingroupnonbreeder	1	85	266	0.75	-0.9070128117865269	0.25	1.1569924478907598
KR16M002	NA	KRR	NA	0031-07-20	2017-07-31	NA	NA	Male	NA	NA	2017-01-30	NA	182	0.498288843	Disappeared	2	85	NA	NA	NA	NA	NA
KR16M003	Kuruman 16	KRR	7	0001-02-20	2017-01-30	0001-02-20	4	Male	50	133.174221	2017-01-30	NA	0	0	ingroupnonbreeder	1	86	266	0.75	-0.9070128117865269	0.25	1.1569924478907598
KR16M003	NA	KRR	NA	0031-07-20	2017-07-31	NA	NA	Male	NA	NA	2017-01-30	NA	182	0.498288843	Disappeared	2	86	NA	NA	NA	NA	NA
KR19F001	Kuruman 19	KRR	7	0014-02-20	2017-02-13	0015-02-20	8	Female	64	209.6293089	2017-02-13	NA	0	0	ingroupnonbreeder	1	87	273	0.625	-0.4047754311877084	0.125	2.4298168977200922
KR19F001	Kuruman 19	KRR	8	0003-08-20	2017-08-01	0003-08-20	7	Female	83	1.34743409	2017-02-13	NA	171	0.468172485	ingroupnonbreeder	1	87	326	0.5714285714285714	0.219355163245921	0.0714285714285714	-1.0376601531363236
KR19F001	NA	KRR	NA	0017-03-20	2018-03-17	NA	NA	Female	NA	NA	2017-02-13	NA	397	1.086926762	Disappeared	2	87	NA	NA	NA	NA	NA
KR19F003	Kuruman 19	KRR	7	0014-02-20	2017-02-13	0015-02-20	8	Female	22	209.6293089	2017-02-13	NA	0	0	ingroupnonbreeder	1	88	273	0.625	-1.7844325346725733	0.125	2.4298168977200922
KR19F003	Kuruman 19	KRR	8	0003-08-20	2017-08-01	0003-08-20	7	Female	55	1.34743409	2017-02-13	NA	171	0.468172485	ingroupnonbreeder	1	88	326	0.5714285714285714	-0.7004162390773223	0.0714285714285714	-1.0376601531363236
KR19F003	Kuruman 19	KRR	9	0024-05-20	2018-05-23	0024-05-20	8	Female	77	124.3583704	2017-02-13	NA	465	1.273100616	ingroupnonbreeder	1	88	383	0.5	0.022261291319511704	0	1.0102261502128447
KR19F003	Kuruman 19	KRR	11	0028-03-20	2019-03-25	0028-03-20	9	Female	93	69.35182863	2017-02-13	NA	773	2.116358658	ingroupnonbreeder	1	88	437	0.4444444444444444	0.5478449497899365	-0.05555555555555558	0.09447713744616895
KR19F003	NA	KRR	NA	0009-09-20	2019-09-09	NA	NA	Female	NA	NA	2017-02-13	NA	938	2.568104038	Disappeared	2	88	NA	NA	NA	NA	NA
KR19F007	Kuruman 19	KRR	9	0023-05-20	2018-05-23	0024-05-20	8	Female	69	124.3583704	2018-05-23	NA	0	0	ingroupnonbreeder	1	145	383	0.5	-0.24053053791570067	0	1.0102261502128447
KR19F007	Kuruman 19	KRR	10	0018-11-20	2018-11-13	0018-11-20	6	Female	82	17.16380656	2018-05-23	NA	179	0.490075291	ingroupnonbreeder	1	145	415	0.5	0.18650618459151944	0	-0.7743491539552797
KR19F007	Kuruman 19	KRR	11	0025-03-20	2019-03-25	0028-03-20	9	Female	88	69.35182863	2018-05-23	NA	306	0.837782341	ingroupnonbreeder	1	145	437	0.4444444444444444	0.3836000565179287	-0.05555555555555558	0.09447713744616895
KR19F007	Kuruman 19	KRR	12	0015-11-20	2019-11-15	0020-11-20	12	Female	89	9.848668221	2018-05-23	NA	541	1.481177276	ingroupnonbreeder	1	145	496	0.5	0.4164490351723303	0	-0.8961315910370521
KR19F007	Kuruman 19	KRR	13	0028-04-20	2020-04-28	0030-04-20	10	Female	86	135.605622	2018-05-23	NA	706	1.932922656	ingroupnonbreeder	1	145	531	0.6	0.31790209920912565	0.09999999999999998	1.197470416396758
KR19F007	Kuruman 19	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2018-05-23	99	735	2.012320329	ingroupnonbreeder	99	145	NA	NA	NA	NA	0.018894261310797827
KR19F013	Kuruman 19	KRR	12	0016-11-20	2019-11-15	0020-11-20	12	Female	56	9.848668221	2019-11-15	NA	0	0	ingroupnonbreeder	1	198	496	0.5	-0.6675672604229208	0	-0.8961315910370521
KR19F013	NA	KRR	NA	0005-03-20	2020-03-05	NA	NA	Female	NA	NA	2019-11-15	NA	111	0.303901437	Disappeared	2	198	NA	NA	NA	NA	NA
KR19F015	Kuruman 19	KRR	12	0017-11-20	2019-11-15	0020-11-20	12	Female	75	9.848668221	2019-11-15	NA	0	0	ingroupnonbreeder	1	199	496	0.5	-0.04343666598929139	0	-0.8961315910370521
KR19F015	Kuruman 19	KRR	13	0028-04-20	2020-04-28	0030-04-20	10	Female	72	135.605622	2019-11-15	NA	165	0.45174538	ingroupnonbreeder	1	199	531	0.6	-0.14198360195249604	0.09999999999999998	1.197470416396758
KR19F015	Kuruman 19	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2019-11-15	99	194	0.531143053	ingroupnonbreeder	99	199	NA	NA	NA	NA	0.018894261310797827
KR19M002	Kuruman 19	KRR	7	0013-02-20	2017-02-13	0015-02-20	8	Male	22	209.6293089	2017-02-13	NA	0	0	ingroupnonbreeder	1	96	273	0.625	-1.6186379859858302	0.125	2.4298168977200922
KR19M002	Kuruman 19	KRR	8	0002-08-20	2017-08-01	0003-08-20	7	Male	64	1.34743409	2017-02-13	NA	170	0.465434634	ingroupnonbreeder	1	96	326	0.5714285714285714	-0.5512002246868752	0.0714285714285714	-1.0376601531363236
KR19M002	NA	KRR	NA	0017-03-20	2018-03-17	NA	NA	Male	NA	NA	2017-02-13	NA	397	1.086926762	Disappeared	2	96	NA	NA	NA	NA	NA
KR19M004	Kuruman 19	KRR	7	0014-02-20	2017-02-13	0015-02-20	8	Male	75	209.6293089	2017-02-13	NA	0	0	ingroupnonbreeder	1	97	273	0.625	-0.27163319196572033	0.125	2.4298168977200922
KR19M004	Kuruman 19	KRR	8	0003-08-20	2017-08-01	0003-08-20	7	Male	87	1.34743409	2017-02-13	NA	171	0.468172485	ingroupnonbreeder	1	97	326	0.5714285714285714	0.0333490255482668	0.0714285714285714	-1.0376601531363236
KR19M004	NA	KRR	NA	0017-03-20	2018-03-17	NA	NA	Male	NA	NA	2017-02-13	NA	397	1.086926762	Disappeared	2	97	NA	NA	NA	NA	NA
KR19M006	Kuruman 19	KRR	7	0014-02-20	2017-02-13	0015-02-20	8	Male	25	209.6293089	2017-02-13	NA	0	0	ingroupnonbreeder	1	99	273	0.625	-1.5423924316073334	0.125	2.4298168977200922
KR19M006	Kuruman 19	KRR	8	0001-08-20	2017-08-01	0003-08-20	7	Male	67	1.34743409	2017-02-13	NA	169	0.462696783	ingroupnonbreeder	1	99	326	0.5714285714285714	-0.47495467030837846	0.0714285714285714	-1.0376601531363236
KR19M006	Kuruman 19	KRR	9	0023-05-20	2018-05-23	0024-05-20	8	Male	96	124.3583704	2017-02-13	NA	464	1.270362765	ingroupnonbreeder	1	99	383	0.5	0.26208568868375715	0	1.0102261502128447
KR19M006	Kuruman 19	KRR	10	0015-11-20	2018-11-13	0018-11-20	6	Male	115	17.16380656	2017-02-13	NA	640	1.752224504	ingroupnonbreeder	1	99	415	0.5	0.7449741997475702	0	-0.7743491539552797
KR19M006	Kuruman 19	KRR	11	0025-03-20	2019-03-25	0028-03-20	9	Male	119	69.35182863	2017-02-13	NA	770	2.108145106	ingroupnonbreeder	1	99	437	0.4444444444444444	0.8466349389188992	-0.05555555555555558	0.09447713744616895
KR19M006	Kuruman 19	KRR	12	0020-11-20	2019-11-15	0020-11-20	12	Male	117	9.848668221	2017-02-13	NA	1010	2.765229295	ingroupnonbreeder	1	99	496	0.5	0.7958045693332346	0	-0.8961315910370521
KR19M006	Kuruman 19	KRR	13	0028-04-20	2020-04-28	0030-04-20	10	Male	111	135.605622	2017-02-13	NA	1170	3.203285421	ingroupnonbreeder	1	99	531	0.6	0.6433134605762411	0.09999999999999998	1.197470416396758
KR19M006	Kuruman 19	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2017-02-13	99	1199	3.282683094	ingroupnonbreeder	99	99	NA	NA	NA	NA	0.018894261310797827
KR19M008	Kuruman 19	KRR	9	0023-05-20	2018-05-23	0024-05-20	8	Male	60	124.3583704	2018-05-23	NA	0	0	ingroupnonbreeder	1	191	383	0.5	-0.6528609638582042	0	1.0102261502128447
KR19M008	Kuruman 19	KRR	11	0027-03-20	2019-03-25	0028-03-20	9	Male	100	69.35182863	2018-05-23	NA	308	0.843258042	ingroupnonbreeder	1	191	437	0.4444444444444444	0.3637464278550862	-0.05555555555555558	0.09447713744616895
KR19M008	NA	KRR	NA	0009-09-20	2019-09-09	NA	NA	Male	NA	NA	2018-05-23	NA	474	1.297741273	Disappeared	2	191	NA	NA	NA	NA	NA
KR19M010	Kuruman 19	KRR	10	0018-11-20	2018-11-13	0018-11-20	6	Male	16	17.16380656	2018-11-13	NA	5	0.013689254	ingroupnonbreeder	1	204	415	0.5	-1.7711290947428238	0	-0.7743491539552797
KR19M010	NA	KRR	NA	0009-03-20	2019-03-09	NA	NA	Male	NA	NA	2018-11-13	NA	116	0.317590691	Disappeared	2	204	NA	NA	NA	NA	NA
KR19M011	Kuruman 19	KRR	10	0018-11-20	2018-11-13	0018-11-20	6	Male	67	17.16380656	2018-11-13	NA	5	0.013689254	ingroupnonbreeder	1	205	415	0.5	-0.47495467030837846	0	-0.7743491539552797
KR19M011	Kuruman 19	KRR	12	0017-11-20	2019-11-15	0020-11-20	12	Male	101	9.848668221	2018-11-13	NA	369	1.01026694	ingroupnonbreeder	1	205	496	0.5	0.3891616126479185	0	-0.8961315910370521
KR19M011	Kuruman 19	KRR	13	0028-04-20	2020-04-28	0030-04-20	10	Male	90	135.605622	2018-11-13	NA	532	1.456536619	ingroupnonbreeder	1	205	531	0.6	0.10959457992676358	0.09999999999999998	1.197470416396758
KR19M011	Kuruman 19	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2018-11-13	99	561	1.535934292	ingroupnonbreeder	99	205	NA	NA	NA	NA	0.018894261310797827
KR19M014	Kuruman 19	KRR	12	0016-11-20	2019-11-15	0020-11-20	12	Male	64	9.848668221	2019-11-15	NA	0	0	ingroupnonbreeder	1	245	496	0.5	-0.5512002246868752	0	-0.8961315910370521
KR19M014	Kuruman 19	KRR	13	0028-04-20	2020-04-28	0030-04-20	10	Male	74	135.605622	2019-11-15	NA	165	0.45174538	ingroupnonbreeder	1	245	531	0.6	-0.2970483767585526	0.09999999999999998	1.197470416396758
KR19M014	Kuruman 19	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2019-11-15	99	194	0.531143053	ingroupnonbreeder	99	245	NA	NA	NA	NA	0.018894261310797827
KR19M016	Kuruman 19	KRR	12	0017-11-20	2019-11-15	0020-11-20	12	Male	54	9.848668221	2019-11-15	NA	0	0	ingroupnonbreeder	1	246	496	0.5	-0.8053520726151979	0	-0.8961315910370521
KR19M016	Kuruman 19	KRR	13	0029-04-20	2020-04-28	0030-04-20	10	Male	66	135.605622	2019-11-15	NA	166	0.454483231	ingroupnonbreeder	1	246	531	0.6	-0.5003698551012107	0.09999999999999998	1.197470416396758
KR19M016	Kuruman 19	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2019-11-15	99	194	0.531143053	ingroupnonbreeder	99	246	NA	NA	NA	NA	0.018894261310797827
KR1F003	Kuruman 1	KRR	1	0018-11-20	2013-11-17	0022-11-20	18	Female	62	16.18844808	2013-11-17	NA	0	0	ingroupnonbreeder	1	1	133	0.5	-0.4704733884965115	0	-0.7905869237988793
KR1F003	Kuruman 1	KRR	2	0028-07-20	2014-07-27	0030-07-20	10	Female	88	15.72555258	2013-11-17	NA	253	0.692676249	ingroupnonbreeder	1	1	134	0.3	0.3836000565179287	-0.2	-0.7982932089696793
KR1F003	Kuruman 1	KRR	3	0016-02-20	2015-02-16	0018-02-20	10	Female	107	60.89109671	2013-11-17	NA	456	1.248459959	ingroupnonbreeder	1	1	82	0.3	1.0077306509515582	-0.2	-0.046377143766781787
KR1F003	Kuruman 1	KRR	4	0015-10-20	2015-10-14	0016-10-20	7	Female	146	7.452079085	2013-11-17	NA	697	1.908281999	ingroupnonbreeder	1	1	166	0.2857142857142857	2.2888408184732185	-0.2142857142857143	-0.9360300115644865
KR1F003	Kuruman 1	KRR	5	0026-04-20	2016-04-26	0027-04-20	9	Female	144	116.8075972	2013-11-17	NA	891	2.439425051	ingroupnonbreeder	1	1	175	0.2222222222222222	2.2231428611644155	-0.2777777777777778	0.8845208635137228
KR1F003	NA	KRR	NA	0025-07-20	2016-07-25	NA	NA	Female	NA	NA	2013-11-17	NA	981	2.685831622	Disappeared	2	1	NA	NA	NA	NA	NA
KR1F015	Kuruman 1	KRR	1	0022-11-20	2013-11-17	0022-11-20	18	Female	78	16.18844808	2013-11-17	NA	5	0.013689254	ingroupnonbreeder	1	2	133	0.5	0.05511026997391325	0	-0.7905869237988793
KR1F015	Kuruman 1	KRR	2	0027-07-20	2014-07-27	0030-07-20	10	Female	86	15.72555258	2013-11-17	NA	252	0.689938398	ingroupnonbreeder	1	2	134	0.3	0.31790209920912565	-0.2	-0.7982932089696793
KR1F015	Kuruman 1	KRR	3	0017-02-20	2015-02-16	0018-02-20	10	Female	106	60.89109671	2013-11-17	NA	457	1.25119781	ingroupnonbreeder	1	2	82	0.3	0.9748816722971566	-0.2	-0.046377143766781787
KR1F018	Kuruman 1	KRR	2	0027-07-20	2014-07-27	0030-07-20	10	Female	37	15.72555258	2014-07-27	NA	0	0	ingroupnonbreeder	1	22	134	0.3	-1.2916978548565503	-0.2	-0.7982932089696793
KR1F018	Kuruman 1	KRR	3	0016-02-20	2015-02-16	0018-02-20	10	Female	86	60.89109671	2014-07-27	NA	204	0.558521561	ingroupnonbreeder	1	22	82	0.3	0.31790209920912565	-0.2	-0.046377143766781787
KR1F018	Kuruman 1	KRR	4	0015-10-20	2015-10-14	0016-10-20	7	Female	144	7.452079085	2014-07-27	NA	445	1.2183436	ingroupnonbreeder	1	22	166	0.2857142857142857	2.2231428611644155	-0.2142857142857143	-0.9360300115644865
KR1F018	Kuruman 1	KRR	5	0027-04-20	2016-04-26	0027-04-20	9	Female	148	116.8075972	2014-07-27	NA	640	1.752224504	ingroupnonbreeder	1	22	175	0.2222222222222222	2.3545387757820215	-0.2777777777777778	0.8845208635137228
