AnimalID,SessRef,Sex,GroupID,GroupSize,SexRatiomf,CaptureStart,SessRef2,DateofCapture,DateofCapture2,weight,weight1,rate,timediff,TeethWidth,massindex
KR13M033,156,Male,Kuruman 13,22,0.3636363636363637,2015-09-20,216,2015-09-22,2016-04-12,81,122,0.201970443349754,203,5.02,80.58248877532145
KR13M036,81,Male,Kuruman 13,23,0.5652173913043478,2015-02-10,156,2015-02-13,2015-09-23,22,81,0.265765765765766,222,2.74,69.05268895966206
KR13M036,156,Male,Kuruman 13,22,0.3636363636363637,2015-09-20,216,2015-09-23,2016-04-13,81,117,0.177339901477833,203,4.665,92.6159679604833
KR13M041,156,Male,Kuruman 13,22,0.3636363636363637,2015-09-20,216,2015-09-22,2016-04-13,35,93,0.284313725490196,204,2.665,115.7975628286668
KR13M041,216,Male,Kuruman 13,24,0.5416666666666666,2016-04-12,227,2016-04-13,2016-06-10,93,178,0.297202797202797,58,5.225,85.75351866664258
KR13M046,216,Male,Kuruman 13,24,0.5416666666666666,2016-04-12,263,2016-04-13,2017-01-26,68,145,0.267361111111111,288,4.275,91.7617092420404
KR13M051,216,Male,Kuruman 13,24,0.5416666666666666,2016-04-12,227,2016-04-16,2016-06-10,51,134,0.293286219081272,55,3.755,88.02622965417734
KR19F001,273,Female,Kuruman 19,8,0.625,2017-02-13,326,2017-02-14,2017-08-03,64,83,0.111764705882353,170,4.4,81.76737817414178
KR19F003,273,Female,Kuruman 19,8,0.625,2017-02-13,326,2017-02-14,2017-08-03,22,55,0.194117647058824,170,2.5549999999999997,78.84854129047581
KR19F003,326,Female,Kuruman 19,7,0.5714285714285714,2017-08-01,383,2017-08-03,2018-05-24,55,77,0.0748299319727891,294,4.300000000000001,73.40230438398353
KR19F007,437,Female,Kuruman 19,9,0.4444444444444444,2019-03-25,496,2019-03-25,2019-11-15,88,89,0.00425531914893617,235,5.34,77.85905580991695
KR19F007,496,Female,Kuruman 19,12,0.5,2019-11-15,531,2019-11-15,2020-04-28,89,86,-0.0181818181818182,165,5.385,77.49977613497894
KR19F009,437,Female,Kuruman 19,9,0.4444444444444444,2019-03-25,496,2019-03-27,2019-11-18,110,113,0.0127118644067797,236,5.325,97.84473086752614
KR19F009,496,Female,Kuruman 19,12,0.5,2019-11-15,531,2019-11-18,2020-04-28,113,104,-0.0555555555555556,162,5.385,98.39859217137776
KR19F012,437,Female,Kuruman 19,9,0.4444444444444444,2019-03-25,496,2019-03-28,2019-11-18,85,94,0.0382978723404255,235,4.955,86.679339033173
KR19F015,496,Female,Kuruman 19,12,0.5,2019-11-15,531,2019-11-17,2020-04-28,75,72,-0.0184049079754601,163,4.49,92.20909438982416
KR19M002,273,Male,Kuruman 19,8,0.625,2017-02-13,326,2017-02-13,2017-08-02,22,64,0.247058823529412,170,2.42,87.40426175900451
KR19M004,273,Male,Kuruman 19,8,0.625,2017-02-13,326,2017-02-14,2017-08-03,75,87,0.0705882352941176,170,4.605,87.88827191679513
KR19M005,437,Male,Kuruman 19,9,0.4444444444444444,2019-03-25,496,2019-03-25,2019-11-18,107,120,0.0546218487394958,238,5.5,89.51157487816737
KR19M005,496,Male,Kuruman 19,12,0.5,2019-11-15,531,2019-11-18,2020-04-30,120,106,-0.0853658536585366,164,5.855,89.15127382313024
KR19M006,273,Male,Kuruman 19,8,0.625,2017-02-13,326,2017-02-14,2017-08-01,25,67,0.25,168,2.4299999999999997,98.54880407190971
KR19M006,326,Male,Kuruman 19,7,0.5714285714285714,2017-08-01,383,2017-08-01,2018-05-23,67,96,0.0983050847457627,295,4.25,91.42419540373784
KR19M006,437,Male,Kuruman 19,9,0.4444444444444444,2019-03-25,496,2019-03-25,2019-11-20,119,117,-0.00833333333333333,240,5.484999999999999,100.06752205964943
KR19M006,496,Male,Kuruman 19,12,0.5,2019-11-15,531,2019-11-20,2020-04-28,117,111,-0.0375,160,5.495,98.04621982224248
KR19M011,496,Male,Kuruman 19,12,0.5,2019-11-15,531,2019-11-17,2020-04-28,101,90,-0.0674846625766871,163,5.445,86.11916693458089
KR19M014,496,Male,Kuruman 19,12,0.5,2019-11-15,531,2019-11-16,2020-04-28,64,74,0.0609756097560976,164,3.68,114.77561992738512
KR19M016,496,Male,Kuruman 19,12,0.5,2019-11-15,531,2019-11-17,2020-04-29,54,66,0.0731707317073171,164,3.84,89.32802895206018
KR1F003,133,Female,Kuruman 1,18,0.5,2013-11-17,134,2013-11-18,2014-07-28,62,88,0.103174603174603,252,4.675000000000001,70.60374796926605
KR1F003,134,Female,Kuruman 1,10,0.3,2014-07-27,82,2014-07-28,2015-02-16,88,107,0.0935960591133005,203,5.545,72.48738775698135
KR1F003,82,Female,Kuruman 1,10,0.3,2015-02-16,166,2015-02-16,2015-10-15,107,146,0.161825726141079,241,5.74,82.54269684900068
KR1F003,166,Female,Kuruman 1,7,0.2857142857142857,2015-10-14,175,2015-10-15,2016-04-26,146,144,-0.0103092783505155,194,6.295,94.53251807851017
KR1F006,133,Female,Kuruman 1,18,0.5,2013-11-17,134,2013-11-18,2014-07-27,92,112,0.0796812749003984,251,5.36,80.822696237978107
KR1F006,134,Female,Kuruman 1,10,0.3,2014-07-27,82,2014-07-27,2015-02-16,112,127,0.0735294117647059,204,5.92,81.48267829465917
KR1F006,82,Female,Kuruman 1,10,0.3,2015-02-16,166,2015-02-16,2015-10-16,127,156,0.119834710743802,242,5.9,92.99080604569988
KR1F006,166,Female,Kuruman 1,7,0.2857142857142857,2015-10-14,175,2015-10-16,2016-04-27,156,162,0.0309278350515464,194,6.45,96.45080622794616
KR1F006,175,Female,Kuruman 1,9,0.2222222222222222,2016-04-26,226,2016-04-27,2016-06-07,162,169,0.0188679245283019,41,6.615,95.4725274680996
KR1F006,283,Female,Kuruman 1,4,0.25,2017-05-03,348,2017-05-03,2017-10-09,169,165,-0.0251572327044025,159,6.84,93.47249973395046
KR1F006,348,Female,Kuruman 1,4,0.25,2017-10-09,360,2017-10-09,2018-03-23,165,168,0.0181818181818182,165,6.77,93.05910629962592
KR1F012,133,Female,Kuruman 1,18,0.5,2013-11-17,134,2013-11-20,2014-07-27,81,94,0.0522088353413655,249,4.915,83.88065144261193
KR1F012,134,Female,Kuruman 1,10,0.3,2014-07-27,82,2014-07-27,2015-02-17,94,115,0.102439024390244,205,5.165,88.59629962821553
KR1F015,133,Female,Kuruman 1,18,0.5,2013-11-17,134,2013-11-22,2014-07-27,78,86,0.0323886639676113,247,4.98,78.78499800104717
KR1F015,134,Female,Kuruman 1,10,0.3,2014-07-27,82,2014-07-27,2015-02-17,86,106,0.0975609756097561,205,5.3100000000000005,76.90738521402575
KR1F018,134,Female,Kuruman 1,10,0.3,2014-07-27,82,2014-07-27,2015-02-16,37,86,0.240196078431373,204,2.9850000000000003,98.7137325668826
KR1F018,82,Female,Kuruman 1,10,0.3,2015-02-16,166,2015-02-16,2015-10-15,86,144,0.240663900414938,241,4.92,88.88679481007034
KR1F018,166,Female,Kuruman 1,7,0.2857142857142857,2015-10-14,175,2015-10-15,2016-04-27,144,148,0.0205128205128205,195,6.005,101.96722924228
KR1F019,134,Female,Kuruman 1,10,0.3,2014-07-27,82,2014-07-28,2015-02-17,37,87,0.245098039215686,204,2.765,114.1495178783454
KR1F019,82,Female,Kuruman 1,10,0.3,2015-02-16,166,2015-02-17,2015-10-15,87,127,0.166666666666667,240,4.915,90.09403303095355
KR1F019,166,Female,Kuruman 1,7,0.2857142857142857,2015-10-14,175,2015-10-15,2016-04-27,127,119,-0.041025641025641,195,5.755,97.4872217348246
KR1F022,283,Female,Kuruman 1,4,0.25,2017-05-03,348,2017-05-03,2017-10-09,78,112,0.213836477987421,159,4.5,95.49345452304684
KR1F022,348,Female,Kuruman 1,4,0.25,2017-10-09,360,2017-10-09,2018-03-23,112,134,0.133333333333333,165,5.475,94.507905463801407
KR1M008,133,Male,Kuruman 1,18,0.5,2013-11-17,134,2013-11-18,2014-07-29,52,100,0.189723320158103,253,3.6,97.22703087041018
KR1M008,134,Male,Kuruman 1,10,0.3,2014-07-27,82,2014-07-29,2015-02-18,100,140,0.196078431372549,204,5.495,83.80018788225854
KR1M008,82,Male,Kuruman 1,10,0.3,2015-02-16,166,2015-02-18,2015-10-15,140,162,0.0920502092050209,239,6.33,89.69884009846568
KR1M008,166,Male,Kuruman 1,7,0.2857142857142857,2015-10-14,175,2015-10-15,2016-04-27,162,170,0.041025641025641,195,6.74,92.14041197901072
KR1M017,133,Male,Kuruman 1,18,0.5,2013-11-17,134,2013-11-22,2014-07-27,51,83,0.129554655870445,247,3.62,94.35999156298564
KR1M017,134,Male,Kuruman 1,10,0.3,2014-07-27,82,2014-07-27,2015-02-16,83,114,0.151960784313725,204,5.075,80.88226028388746
KR20F007,325,Female,Kuruman 20,10,0.8,2017-08-01,381,2017-08-02,2018-05-11,46,91,0.159574468085106,282,3.63,84.66463080642279
KR20F009,396,Female,Kuruman 20,14,0.5714285714285714,2018-09-21,406,2018-09-22,2018-10-23,80,87,0.0376344086021505,31,4.945,81.89391071330658
KR20F011,396,Female,Kuruman 20,14,0.5714285714285714,2018-09-21,406,2018-09-22,2018-10-23,99,115,0.0864864864864865,31,5.210000000000001,91.78539697905433
KR20F012,396,Female,Kuruman 20,14,0.5714285714285714,2018-09-21,406,2018-09-23,2018-10-24,84,93,0.0491803278688525,31,5.265000000000001,76.34190637779841
KR20F012,436,Female,Kuruman 20,17,0.5882352941176471,2019-03-25,520,2019-03-25,2020-04-06,93,124,0.082010582010582,378,5.4399999999999995,79.43621480732557
KR20F013,396,Female,Kuruman 20,14,0.5714285714285714,2018-09-21,406,2018-09-21,2018-10-24,78,100,0.118279569892473,33,5.38,68.04099107391221
KR20F015,436,Female,Kuruman 20,17,0.5882352941176471,2019-03-25,520,2019-03-26,2020-04-07,54,105,0.134920634920635,378,3.91,86.31760881065927
KR20F018,436,Female,Kuruman 20,17,0.5882352941176471,2019-03-25,520,2019-03-28,2020-04-06,25,105,0.213333333333333,375,2.7249999999999996,79.29067418194671
KR20M001,260,Male,Kuruman 20,7,0.8571428571428571,2017-01-17,325,2017-01-17,2017-08-02,79,108,0.147208121827411,197,4.92,81.65182313948321
KR20M002,260,Male,Kuruman 20,7,0.8571428571428571,2017-01-17,325,2017-01-19,2017-08-01,26,77,0.262886597938144,194,2.74,81.60772331596426
KR20M002,325,Male,Kuruman 20,10,0.8,2017-08-01,381,2017-08-01,2018-05-09,77,117,0.142348754448399,281,5.0600000000000005,75.45802648884178
KR20M002,396,Male,Kuruman 20,14,0.5714285714285714,2018-09-21,406,2018-09-21,2018-10-24,109,135,0.140540540540541,33,6.18,73.08868102003588
KR20M003,260,Male,Kuruman 20,7,0.8571428571428571,2017-01-17,325,2017-01-19,2017-08-02,26,86,0.307692307692308,195,2.965,70.25702412929688
KR20M003,325,Male,Kuruman 20,10,0.8,2017-08-01,381,2017-08-02,2018-05-11,86,134,0.170212765957447,282,5.130000000000001,82.10885012406092
KR20M004,260,Male,Kuruman 20,7,0.8571428571428571,2017-01-17,325,2017-01-19,2017-08-02,29,80,0.261538461538462,195,2.895,81.99833348425264
KR20M005,260,Male,Kuruman 20,7,0.8571428571428571,2017-01-17,325,2017-01-18,2017-08-01,29,95,0.338461538461538,195,2.675,95.2670351052166
KR20M005,325,Male,Kuruman 20,10,0.8,2017-08-01,381,2017-08-01,2018-05-10,95,140,0.159574468085106,282,5.275,86.02871970640757
KR20M005,396,Male,Kuruman 20,14,0.5714285714285714,2018-09-21,406,2018-09-21,2018-10-23,142,160,0.0972972972972973,32,6.22,94.0578027572856
KR20M006,325,Male,Kuruman 20,10,0.8,2017-08-01,381,2017-08-02,2018-05-11,48,98,0.177304964539007,282,4.715,53.7843239443459
KR20M006,396,Male,Kuruman 20,14,0.5714285714285714,2018-09-21,406,2018-09-22,2018-10-24,100,135,0.188172043010753,32,5.595000000000001,80.98070914032917
KR20M008,325,Male,Kuruman 20,10,0.8,2017-08-01,381,2017-08-03,2018-05-10,48,98,0.178571428571429,280,3.695,85.41977331625618
KR20M008,396,Male,Kuruman 20,14,0.5714285714285714,2018-09-21,406,2018-09-26,2018-10-24,113,147,0.186813186813187,28,5.76,86.59776709775214
KR20M010,396,Male,Kuruman 20,14,0.5714285714285714,2018-09-21,406,2018-09-23,2018-10-24,100,128,0.153005464480874,31,5.37,87.54056365156367
KR20M014,436,Male,Kuruman 20,17,0.5882352941176471,2019-03-25,520,2019-03-26,2020-04-07,96,143,0.124338624338624,378,5.295,86.31221089825985
KR20M019,436,Male,Kuruman 20,17,0.5882352941176471,2019-03-25,520,2019-03-28,2020-04-06,25,102,0.205333333333333,375,2.4349999999999996,98.16514449575652
KR24F002,362,Female,Kuruman 24,4,0.5,2018-03-24,460,2018-03-25,2019-09-23,103,105,0.0036563071297989,547,5.62,82.70741659606094
KR24F002,460,Female,Kuruman 24,3,0.3333333333333333,2019-09-23,514,2019-09-23,2020-03-30,105,123,0.0952380952380952,189,5.98,74.94207327389508
KR26F002,265,Female,Kuruman 26,5,0.6,2017-01-30,328,2017-01-30,2017-08-08,52,80,0.147368421052632,190,3.775,88.85201495059502
KR26F002,328,Female,Kuruman 26,9,0.4444444444444444,2017-08-07,363,2017-08-08,2018-03-29,80,98,0.0772532188841202,233,5.045,78.84088260701031
KR26F004,328,Female,Kuruman 26,9,0.4444444444444444,2017-08-07,363,2017-08-07,2018-03-30,66,103,0.157446808510638,235,4.4399999999999995,82.8868384852056
KR26F005,328,Female,Kuruman 26,9,0.4444444444444444,2017-08-07,363,2017-08-07,2018-03-29,58,111,0.226495726495726,234,3.84,95.94491998554612
KR26F007,328,Female,Kuruman 26,9,0.4444444444444444,2017-08-07,363,2017-08-09,2018-03-30,59,96,0.158798283261803,233,3.845,97.35843491375071
KR26M001,265,Male,Kuruman 26,5,0.6,2017-01-30,328,2017-01-31,2017-08-07,62,109,0.25,188,3.82,103.58321050423834
KR26M001,328,Male,Kuruman 26,9,0.4444444444444444,2017-08-07,363,2017-08-07,2018-04-01,109,150,0.172995780590717,237,5.135,103.87598116548718
KR26M003,265,Male,Kuruman 26,5,0.6,2017-01-30,328,2017-01-31,2017-08-07,58,98,0.212765957446809,188,4.07,85.91725992514739
KR26M003,328,Male,Kuruman 26,9,0.4444444444444444,2017-08-07,363,2017-08-07,2018-03-31,98,150,0.220338983050847,236,5.359999999999999,86.0937416448028
KR26M006,328,Male,Kuruman 26,9,0.4444444444444444,2017-08-07,363,2017-08-08,2018-03-30,80,129,0.209401709401709,234,4.615,93.3623759189621
KR26M014,412,Male,Kuruman 26,9,0.5555555555555556,2018-11-06,477,2018-11-06,2019-10-18,58,126,0.196531791907514,346,4.34,76.0578224236878
KR26M015,412,Male,Kuruman 26,9,0.5555555555555556,2018-11-06,477,2018-11-07,2019-10-17,74,137,0.183139534883721,344,4.49,90.97963979795983
KR27F002,267,Female,Kuruman 27,11,0.6363636363636364,2017-02-05,329,2017-02-05,2017-08-08,64,107,0.233695652173913,184,4.365,83.01604845104174
KR27F003,267,Female,Kuruman 27,11,0.6363636363636364,2017-02-05,329,2017-02-06,2017-08-10,54,97,0.232432432432432,185,4.15,77.09101227156647
KR27F008,267,Female,Kuruman 27,11,0.6363636363636364,2017-02-05,329,2017-02-06,2017-08-08,63,92,0.158469945355191,183,4.65,72.47624484726741
KR27F010,329,Female,Kuruman 27,12,0.5,2017-08-07,368,2017-08-11,2018-04-11,53,92,0.160493827160494,243,3.67,95.5406387334258
KR27F013,459,Female,Kuruman 27,6,0.3333333333333333,2019-09-16,535,2019-09-17,2020-05-06,107,92,-0.0646551724137931,232,5.5,89.51157487816737
KR27M001,267,Male,Kuruman 27,11,0.6363636363636364,2017-02-05,329,2017-02-05,2017-08-07,106,123,0.092896174863388,183,5.555,87.0163133817123
KR27M004,267,Male,Kuruman 27,11,0.6363636363636364,2017-02-05,329,2017-02-06,2017-08-09,28,85,0.309782608695652,184,3.01,73.52925438956525
KR27M005,267,Male,Kuruman 27,11,0.6363636363636364,2017-02-05,329,2017-02-06,2017-08-11,59,112,0.28494623655914,186,4.315,78.22202650239728
KR27M005,329,Male,Kuruman 27,12,0.5,2017-08-07,368,2017-08-11,2018-04-10,112,166,0.223140495867769,242,5.505,93.53293287214603
KR27M006,267,Male,Kuruman 27,11,0.6363636363636364,2017-02-05,329,2017-02-07,2017-08-09,34,89,0.30054644808743203,183,3.035,87.8950027567526
KR27M006,329,Male,Kuruman 27,12,0.5,2017-08-07,368,2017-08-09,2018-04-09,89,148,0.242798353909465,243,4.955,90.75836675238114
KR27M009,329,Male,Kuruman 27,12,0.5,2017-08-07,368,2017-08-10,2018-04-07,69,110,0.170833333333333,240,4.305,91.88367003641288
KR27M009,459,Male,Kuruman 27,6,0.3333333333333333,2019-09-16,535,2019-09-21,2020-05-06,165,149,-0.0701754385964912,228,6.8100000000000005,92.024561797397
KR28F003,372,Female,Kuruman 28,8,0.625,2018-04-20,392,2018-04-22,2018-09-18,99,111,0.0805369127516778,149,5.345000000000001,87.436011065889
KR28F003,392,Female,Kuruman 28,9,0.5555555555555556,2018-09-15,417,2018-09-18,2018-11-23,111,119,0.0437158469945355,66,5.665,87.79249480310924
KR28F006,392,Female,Kuruman 28,9,0.5555555555555556,2018-09-15,407,2018-09-16,2018-10-29,74,97,0.125,43,4.655,84.95738624347875
KR28F006,430,Female,Kuruman 28,11,0.6363636363636364,2019-03-19,457,2019-03-19,2019-09-16,97,112,0.0828729281767956,181,5.425,83.2880990279577
KR28F006,457,Female,Kuruman 28,8,0.375,2019-09-16,507,2019-09-16,2020-03-17,112,128,0.087431693989071,183,5.59,90.85240683092329
KR28F009,430,Female,Kuruman 28,11,0.6363636363636364,2019-03-19,457,2019-03-20,2019-09-16,98,122,0.133333333333333,180,5.779999999999999,74.61010249453591
KR28F009,457,Female,Kuruman 28,8,0.375,2019-09-16,507,2019-09-16,2020-03-17,122,134,0.0655737704918033,183,6.015000000000001,86.11655577692069
KR28F013,457,Female,Kuruman 28,8,0.375,2019-09-16,507,2019-09-19,2020-03-19,22,58,0.197802197802198,182,2.795,66.496869825156935
KR28F014,457,Female,Kuruman 28,8,0.375,2019-09-16,507,2019-09-19,2020-03-17,26,74,0.266666666666667,180,2.995,68.92754759458563
KR28M005,372,Male,Kuruman 28,8,0.625,2018-04-20,392,2018-04-21,2018-09-15,66,105,0.26530612244898,147,4.595000000000001,77.66140398759883
KR28M005,392,Male,Kuruman 28,9,0.5555555555555556,2018-09-15,407,2018-09-15,2018-10-29,105,141,0.194594594594595,44,5.71,81.80934149976981
KR28M007,392,Male,Kuruman 28,9,0.5555555555555556,2018-09-15,407,2018-09-15,2018-10-29,89,127,0.205405405405405,44,5.115,85.44661505990783
KR28M008,392,Male,Kuruman 28,9,0.5555555555555556,2018-09-15,417,2018-09-15,2018-11-22,81,126,0.243243243243243,68,5.115,77.76602044778127
KR28M010,430,Male,Kuruman 28,11,0.6363636363636364,2019-03-19,457,2019-03-19,2019-09-16,116,131,0.0828729281767956,181,6.09,79.9782897938943
KR28M010,457,Male,Kuruman 28,8,0.375,2019-09-16,507,2019-09-16,2020-03-17,131,174,0.234972677595628,183,6.640000000000001,76.65241723992548
KR28M012,430,Male,Kuruman 28,11,0.6363636363636364,2019-03-19,457,2019-03-20,2019-09-16,33,86,0.294444444444444,180,3.275,73.8372930749963
KR28M012,457,Male,Kuruman 28,8,0.375,2019-09-16,507,2019-09-16,2020-03-19,86,122,0.194594594594595,185,5.26,78.30062169532918
KR30M001,352,Male,Kuruman 30,3,0.6666666666666666,2017-10-19,369,2017-10-20,2018-04-14,30,75,0.255681818181818,176,2.62,102.51508111276662
KR31F004,354,Female,Kuruman 31,6,0.5,2017-10-19,365,2017-10-19,2018-03-30,63,91,0.172839506172839,162,4.025,95.3138456531386
KR31F005,354,Female,Kuruman 31,6,0.5,2017-10-19,365,2017-10-20,2018-03-31,66,96,0.185185185185185,162,4.505,80.63205322124686
KR31F008,497,Female,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-24,2020-04-20,55,88,0.222972972972973,148,4.225,75.89467648526971
KR31F009,497,Female,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-24,2020-04-21,102,120,0.120805369127517,149,5.155,96.49062063164364
KR31F011,497,Female,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-24,2020-04-21,105,119,0.0939597315436242,149,5.445,89.52982701119797
KR31F012,497,Female,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-25,2020-04-20,124,117,-0.0476190476190476,147,5.79,94.09544617657028
KR31F016,497,Female,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-25,2020-04-20,139,133,-0.0408163265306122,147,5.635,111.05171296793176
KR31F017,497,Female,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-26,2020-04-20,53,89,0.246575342465753,146,3.825,88.32741434859358
KR31M002,286,Male,Kuruman 31,3,0.6666666666666666,2017-05-15,354,2017-05-15,2017-10-22,92,114,0.1375,160,5.29,82.86429529278573
KR31M002,354,Male,Kuruman 31,6,0.5,2017-10-19,365,2017-10-22,2018-04-01,114,130,0.0993788819875776,161,5.755,87.50821478559058
KR31M003,354,Male,Kuruman 31,6,0.5,2017-10-19,365,2017-10-19,2018-03-29,66,103,0.229813664596273,161,4.045,98.91777603796444
KR31M007,497,Male,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-23,2020-04-20,112,150,0.25503355704698,149,5.52,93.0511950049205
KR31M010,497,Male,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-24,2020-04-22,62,104,0.28,150,3.975,96.05261507794503
KR31M013,497,Male,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-25,2020-04-21,32,80,0.324324324324324,148,2.66,106.25002983346307
KR31M014,497,Male,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-25,2020-04-21,155,167,0.0810810810810811,148,6.23,102.35622028790227
KR31M015,497,Male,Kuruman 31,13,0.4615384615384616,2019-11-23,527,2019-11-25,2020-04-20,56,89,0.224489795918367,147,4.355,72.95589217487985
KR33F001,449,Female,Kuruman 33,7,0.2857142857142857,2019-04-15,452,2019-04-18,2019-05-14,95,93,-0.0115606936416185,26,5.465,80.44154467739565
KR33F001,470,Female,Kuruman 33,7,0.2857142857142857,2019-10-07,524,2019-10-08,2020-04-16,93,91,-0.0104712041884817,191,5.465,78.74803847366101
KR33F003,402,Female,Kuruman 33,5,0.4,2018-10-15,449,2018-10-16,2019-04-16,85,91,0.032967032967033,182,4.965,86.34833929483267
KR33F003,449,Female,Kuruman 33,7,0.2857142857142857,2019-04-15,452,2019-04-16,2019-05-14,91,95,0.0228571428571429,28,5.27,82.55489054824352
KR33F003,470,Female,Kuruman 33,7,0.2857142857142857,2019-10-07,524,2019-10-08,2020-04-15,95,94,-0.00526315789473684,190,5.515000000000001,79.06320077659556
KR33F004,402,Female,Kuruman 33,5,0.4,2018-10-15,449,2018-10-16,2019-04-16,78,93,0.0824175824175824,182,4.635,90.28437494218042
KR33F004,449,Female,Kuruman 33,7,0.2857142857142857,2019-04-15,452,2019-04-16,2019-05-15,93,90,-0.0171428571428571,29,4.970000000000001,94.29495681633604
KR33F005,449,Female,Kuruman 33,7,0.2857142857142857,2019-04-15,470,2019-04-15,2019-10-08,49,66,0.0965909090909091,176,4.255,66.71345013288843
KR33F005,470,Female,Kuruman 33,7,0.2857142857142857,2019-10-07,524,2019-10-08,2020-04-15,66,71,0.0263157894736842,190,4.93,67.95310728910418
KR33M002,402,Male,Kuruman 33,5,0.4,2018-10-15,449,2018-10-16,2019-04-15,133,146,0.0718232044198895,181,5.995,94.47640468358144
KR33M002,449,Male,Kuruman 33,7,0.2857142857142857,2019-04-15,452,2019-04-15,2019-05-14,146,136,-0.0564971751412429,29,6.315,93.96517712923544
KR33M002,470,Male,Kuruman 33,7,0.2857142857142857,2019-10-07,524,2019-10-09,2020-04-15,136,142,0.0317460317460317,189,6.220000000000001,90.08352940134394
KR34F005,445,Female,Kuruman 34,7,0.5714285714285714,2019-04-06,453,2019-04-08,2019-09-09,64,68,0.025974025974026,154,4.640000000000001,73.9280738395558
KR34F005,453,Female,Kuruman 34,8,0.5,2019-09-09,466,2019-09-09,2019-10-06,68,79,0.0536585365853659,27,4.765000000000001,74.68436621341286
KR34F006,453,Female,Kuruman 34,8,0.5,2019-09-09,466,2019-09-11,2019-10-06,70,78,0.0392156862745098,25,4.71,78.59355812871455
KR34F007,453,Female,Kuruman 34,8,0.5,2019-09-09,466,2019-09-12,2019-10-07,63,77,0.0693069306930693,25,4.535,76.00361742161162
KR34M001,347,Male,Kuruman 34,4,0.75,2017-10-09,445,2017-10-09,2019-04-06,26,85,0.108455882352941,544,2.645,87.25957014753047
KR34M001,445,Male,Kuruman 34,7,0.5714285714285714,2019-04-06,453,2019-04-06,2019-09-11,85,83,-0.0126582278481013,158,5.165,80.11367519572681
KR34M001,453,Male,Kuruman 34,8,0.5,2019-09-09,466,2019-09-11,2019-10-07,83,98,0.0738916256157636,26,5.154999999999999,78.5168775728081
KR34M002,347,Male,Kuruman 34,4,0.75,2017-10-09,445,2017-10-09,2019-04-07,27,96,0.126605504587156,545,2.835,79.43852932773868
KR34M002,445,Male,Kuruman 34,7,0.5714285714285714,2019-04-06,453,2019-04-07,2019-09-09,96,86,-0.0645161290322581,155,5.529999999999999,79.48468971157608
KR34M002,453,Male,Kuruman 34,8,0.5,2019-09-09,466,2019-09-09,2019-10-07,86,100,0.0679611650485437,28,5.59,69.76166953088752
KR34M003,445,Male,Kuruman 34,7,0.5714285714285714,2019-04-06,453,2019-04-06,2019-09-09,60,118,0.371794871794872,156,4.245,82.05551177673173
KR34M003,453,Male,Kuruman 34,8,0.5,2019-09-09,466,2019-09-09,2019-10-06,118,81,-0.180487804878049,27,4.6899999999999995,133.5604772470513
KR35F001,443,Female,Kuruman 35,5,0.4,2019-04-04,467,2019-04-04,2019-10-06,55,79,0.12972972972973,185,4.4350000000000005,69.22021649507488
KR35F003,443,Female,Kuruman 35,5,0.4,2019-04-04,467,2019-04-05,2019-10-06,42,71,0.157608695652174,184,3.51,82.3945993028463
KR35F003,467,Female,Kuruman 35,7,0.42857142857142855,2019-10-06,521,2019-10-06,2020-04-13,71,80,0.0473684210526316,190,4.765,77.97926472282816
KR35F004,467,Female,Kuruman 35,7,0.42857142857142855,2019-10-06,521,2019-10-06,2020-04-13,24,72,0.252631578947368,190,2.22,112.30859349175924
KR35M002,443,Male,Kuruman 35,5,0.4,2019-04-04,467,2019-04-05,2019-10-06,65,94,0.157608695652174,184,4.695,73.4228351700375
KR35M002,467,Male,Kuruman 35,7,0.42857142857142855,2019-10-06,521,2019-10-06,2020-04-14,94,107,0.0680628272251309,191,5.595000000000001,76.12186659190941
KR35M005,467,Male,Kuruman 35,7,0.42857142857142855,2019-10-06,521,2019-10-07,2020-04-13,27,81,0.285714285714286,189,2.21,127.43428988478972
KR36F003,285,Female,Kuruman 36,14,0.42857142857142855,2017-05-08,350,2017-05-08,2017-10-10,77,93,0.103225806451613,155,4.505,94.07072875812136
KR36F003,350,Female,Kuruman 36,14,0.35714285714285715,2017-10-09,371,2017-10-10,2018-04-18,93,130,0.19473684210526301,190,5.31,83.16728866167905
KR36F003,401,Female,Kuruman 36,12,0.4166666666666667,2018-10-13,450,2018-10-14,2019-04-16,122,139,0.0923913043478261,184,5.9350000000000005,88.33270222853808
KR36F004,285,Female,Kuruman 36,14,0.42857142857142855,2017-05-08,350,2017-05-08,2017-10-09,77,97,0.12987012987013,154,5.245,70.4873350254293
KR36F004,350,Female,Kuruman 36,14,0.35714285714285715,2017-10-09,371,2017-10-09,2018-04-19,97,116,0.0989583333333333,192,5.45,82.56457102339559
